,Title,Published_date,Views,Likes,Comments,Month
762,VW Transporter v Ford Transit v Toyota Proace v Mercedes Vito - VAN DRAG RACE!,2020-03-11,2817996,57127,3964,Mar
1235,Ferrari GTC4Lusso 2018 review – see why it's actually the best Ferrari!,2018-02-07,2816908,37888,1995,Feb
884,Jeep Wrangler SUV 2020 in-depth review | carwow Reviews,2019-08-29,2811389,36103,1921,Aug
1203,BMW X3 vs Audi Q5 vs Volvo XC60 2018 - which is best? | Head-to-Head,2018-03-31,2805281,19441,1693,Mar
737,Worst 14 new car trends which must be STOPPED!,2020-05-01,2800176,93903,9672,May
1484,Peugeot 3008 SUV 2020 in-depth review | carwow Reviews,2017-04-28,2788587,15848,1120,Apr
184,Aston Martin DBX 707 v Lamborghini Urus: DRAG RACE,2022-03-05,2786361,86226,3960,Mar
667,New Mercedes E-Class 2021 in-depth review,2020-08-13,2782165,45601,4238,Aug
1077,Audi Q8 SUV 2019 in-depth review | carwow Reviews,2018-11-08,2772494,26452,1853,Nov
1347,Mercedes-AMG E63 S vs C63 S drag race & rolling race - is there really much difference? | Head2Head,2017-09-23,2765563,36519,1148,Sep
140,Porsche 911 Turbo generations DRAG RACE,2022-04-23,2763165,121714,5447,Apr
534,Tesla Model 3 Performance 2021 review: see how quick it is 0-60mph... And easy to drift!,2021-01-29,2759340,55655,4192,Jan
690,BMW 760Li vs Maybach: DRAG RACE *V12 Luxury*,2020-07-16,2758107,74520,4105,Jul
1175,"Honda  (Acura) NSX vs Mercedes-AMG GT R – DRAG RACE, ROLLING RACE & BRAKE TEST | Head-to-Head",2018-05-26,2756116,43003,2587,May
856,"Audi RS3 vs VW Golf R... vs Golf R with £1,200 tune – DRAG RACE, ROLLING RACE AND BRAKE TEST",2019-10-08,2752595,41617,2028,Oct
502,Toyota GR Yaris v Mitsubishi Evo VI - DRAG RACE *Tommi Makinen Showdown*,2021-03-09,2749810,72411,6711,Mar
750,The Audi RSQ8 is the ultimate RS car! REVIEW.,2020-04-07,2748507,46950,2547,Apr
453,BMW M5 1000hp v M5 Comp v M550i - DRAG RACE,2021-05-08,2741561,85231,3625,May
899,This AMG G63 is my new daily driver - but is it better than my old BMW M850i?,2019-08-08,2738609,48382,5206,Aug
1058,BMW 3 Series 2019 review - see why it's the best new sports saloon/ sedan | carwow Reviews,2018-12-12,2738138,34990,3432,Dec
462,New BMW M4 v Old M4 v M440i - DRAG RACE,2021-04-24,2737849,76426,5191,Apr
1148,Honda-Acura NSX review - see why its acceleration is so mind-boggling!,2018-07-12,2732059,40411,3571,Jul
572,VW Golf GTI v Ford Focus ST v Skoda Octavia vRS - DRAG RACE,2020-12-12,2717447,55780,4476,Dec
1212,BMW M760i vs new Ducati Panigale V4 - DRAG RACE | Head-to-Head,2018-03-17,2715680,35234,1971,Mar
1047,Audi Q8 vs Range Rover Sport 2020 - see which SUV is the best | carwow,2019-01-03,2713517,32589,3155,Jan
262,Porsche 911 GT2 RS v Turbo S v GT3: DRAG RACE,2021-12-18,2711367,85180,3455,Dec
1571,BMW X1 vs Mercedes GLA vs Audi Q3 2017 SUV review | Mat Watson Reviews,2017-02-11,2710771,15992,798,Feb
489,Nissan GT-R NISMO 2021 review - see how quick it is to 60mph & 1/4-mile!,2021-03-24,2701078,77620,3990,Mar
712,BMW M8 v AMG A45S - DRAG RACE *2WD mode vs AWD*,2020-06-13,2698784,69943,3825,Jun
1515,Toyota C-HR SUV 2018 in-depth review | Mat Watson Reviews,2017-03-31,2689147,17202,1223,Mar
1301,New Mercedes S-Class 2018 in-depth review - is it still the best? | carwow Reviews,2017-11-17,2687056,28700,1608,Nov
787,NEW vs OLD AMG G63:  DRAG RACE & Challenges!,2020-01-28,2683425,51955,2315,Jan
573,New Toyota Hilux 2021 review - the ULTIMATE pick-up truck!,2020-12-11,2682082,49656,3280,Dec
703,BMW M340i v Audi RS4: DRAG RACE * shock result *,2020-06-27,2678029,64097,5318,Jun
733,The 15 most UNRELIABLE cars named & shamed!,2020-05-08,2671432,57379,7876,May
393,Rimac Nevera vs Porsche Taycan vs BMW M5: DRAG RACE,2021-07-17,2663711,101848,8914,Jul
968,"Lexus 'Rolls-Royce' 7-Seater - the £170,000 LM and all the best new cars at the Shanghai Auto Show",2019-04-21,2659640,34555,2771,Apr
1157,Ford Focus 2019 REVIEW - see why it could be the Car of the Year!,2018-06-28,2658577,25459,2992,Jun
1115,VW Golf GTI MK2 vs up! GTI - DRAG & ROLLING RACE | carwow,2018-09-08,2652207,31471,1849,Sep
1036,Mercedes-AMG G63 v Porsche Cayenne Turbo v Range Rover SVR: OFF-ROAD DRAG RACE & ON TRACK RACE,2019-01-19,2649958,47935,2538,Jan
893,"Supra vs Cayman GTS vs TT RS vs Alpine A110 - DRAG RACE, ROLLING RACE & BRAKE TEST",2019-08-17,2647264,57107,4687,Aug
1744,Do you say car brands correctly? | Top10s,2016-08-30,2646955,48921,4706,Aug
523,Audi R8 V10 review: see how quick it really is...,2021-02-11,2637728,67541,5138,Feb
957,BMW Z4 Roadster 2020 in-depth review | carwow Reviews,2019-05-09,2634468,31721,2022,May
285,Audi RSQ8 v Dacia Duster: UP-HILL DRAG RACE & which is best OFF-ROAD!,2021-11-19,2627505,54306,2870,Nov
387,"750hp AMG C63 Black Series v 700hp BMW M3: DRAG RACE 1/4, 1/2 and 1-MILE!",2021-07-24,2627000,92309,4867,Jul
852,Ford F150 Raptor V6 Turbo vs F150 Raptor V8 SVT vs Ranger Raptor diesel - DRAG RACE & ROLLING RACE,2019-10-15,2624303,42340,2635,Oct
969,BMW 840d v Mercedes E400d vs Audi A8 50 TDI: Diesel DRAG RACE,2019-04-20,2616570,45997,2703,Apr
1143,VW Golf GTI v Polo GTI v Golf Clubsport S v Up! GTI - DRAG & ROLLING RACE | carwow,2018-07-21,2606713,31818,1060,Jul
947,"Tesla Model 3 P vs BMW M3 vs Audi RS4 - DRAG RACE, ROLLING RACE & BRAKE TEST",2019-05-25,2605488,38028,3630,May
846,"MX-5 V6 Swap vs Supercharged: Tuned Miata DRAG RACE, ROLLING RACE & BRAKE TEST!",2019-10-22,2587790,72392,2152,Oct
327,"BMW iX review: 0-60mph, Autobahn and range test!",2021-09-29,2586707,51543,5588,Sep
883,AMG G63 vs BMW M850i - DRAG RACE... with my 71-year-old mom!,2019-08-30,2584250,86849,4571,Aug
975,Best Drag Races Ever - Lamborghini v Tesla vs AMG v BMW M v Audi RS v McLaren and more!,2019-04-13,2580703,64734,1767,Apr
771,The best car… for the least money. FACT! Peugeot 208 review.,2020-02-25,2579248,34213,2860,Feb
724,Porsche Turbo v Audi RS v Alfa Quadrifoglio - DRAG RACE,2020-05-23,2569611,51163,4175,May
641,Porsche 911 GT3 vs New Turbo S Coupé and Cabriolet: DRAG RACE *Shock Result*,2020-09-16,2569427,78787,4028,Sep
939,Mazda 3 2020 in-depth review | carwow Reviews,2019-06-07,2566779,26029,2649,Jun
768,"Model S vs 3 vs X - Tesla Performance DRAG RACE, ROLLING RACE & BRAKE TEST!",2020-03-01,2560819,65809,2892,Mar
1255,Honda (Acura) NSX vs Honda CBR1000RR 2018 DRAG RACE & ROLLING RACE | Which is quicker?,2018-01-06,2558770,35931,1793,Jan
498,VW Golf R v BMW M135i v Audi S3 v AMG A35: DRAG RACE,2021-03-13,2554833,71109,6373,Mar
627,We drove the Volkswagen ID.3 until it DIED!,2020-10-07,2549486,40069,5302,Oct
858,Porsche Cayenne Coupe SUV 2020 in-depth review | carwow Reviews,2019-10-04,2547692,28614,1280,Oct
600,Toyota GR Yaris review - see why I plan to buy one!,2020-11-10,2543039,63884,8444,Nov
662,Audi A3 v BMW 1 Series v VW Golf v Mercedes A-Class: which is best?,2020-08-21,2541465,43353,3975,Aug
1026,Audi Q3 vs BMW X1 vs Volvo XC40 - which is the best posh small SUV?,2019-02-06,2528685,18956,1994,Feb
877,Tesla Model 3 vs I-Pace vs e-tron vs …SUPRA?! - Electric vs Petrol DRAG & ROLLING RACE & BRAKE TEST,2019-09-07,2528186,47953,4316,Sep
507,Audi RS e-tron GT 2021 in-depth review...see how I broke it. Oops!,2021-03-03,2518673,64724,6596,Mar
1181,New Mercedes CLS 2019 in-depth review | carwow Reviews,2018-05-15,2518001,24713,1592,May
987,Range Rover Evoque SUV 2020 in-depth review on and off-road! | carwow reviews,2019-03-28,2510291,26469,1468,Mar
536,AMG A45 S v Alfa Romeo Giulia QV - DRAG RACE,2021-01-27,2499604,64157,4860,Jan
868,New McLaren GT in-depth review - the good... and not so good!,2019-09-17,2498238,42397,3009,Sep
783,Audi RS5 vs Porsche 911: DRAG RACE *so VERY close*,2020-02-01,2497128,57544,3754,Feb
550,Ford Mustang v Lexus LC500 - V8 DRAG RACE,2021-01-09,2486229,84755,6886,Jan
1232,New Toyota Land Cruiser (Prado) 2018 review – see just how tough it is!,2018-02-12,2482973,30450,2375,Feb
779,I drove the new Jaguar F-Type R 700km - this is what happened...,2020-02-10,2480764,54700,3223,Feb
448,BMW M5 V10 vs AMG E55 vs Audi RS6: DRAG RACE *NA vs Turbo vs Supercharged*,2021-05-14,2480653,67685,5414,May
1164,Mercedes A-Class vs BMW 1 Series vs Audi A3 2019 review - which is the best premium small car?,2018-06-16,2467163,23024,2318,Jun
1046,"BMW M3 CSL vs Audi RS4 B5 - DRAG RACE, ROLLING RACE & Review",2019-01-05,2462470,39659,3519,Jan
928,"BMW M850i vs Tesla Model 3 vs Mercedes-AMG E63 S - DRAG RACE, ROLLING RACE & BRAKE TEST",2019-06-22,2462216,48003,3806,Jun
1010,McLaren 720S Spider 2020 review - see why it's the ULTIMATE convertible supercar!,2019-02-27,2461864,40953,1848,Feb
1767,Ford Focus RS vs Honda Civic Type R vs VW Golf R drag race & review | Head2Head,2016-08-13,2457094,17372,2326,Aug
313,BMW M3 v Audi RS5 v AMG C63 Black Series: DRAG RACE,2021-10-17,2441528,78185,3798,Oct
169,Defender V8 v Jeep 392 v AMG G63 v X7 M50: DRAG RACE,2022-03-21,2435166,75034,5610,Mar
805,Porsche 911 GT2 RS review: will the most powerful 911 ever try to kill me?,2019-12-20,2433679,48674,2379,Dec
233,McLaren 765LT v Porsche 911 Turbo S: DRAG RACE,2022-01-15,2432037,87043,6183,Jan
1313,"Tesla Model S vs Renault Zoe - DRAG RACE, BRAKE TEST & RANGE ANXIETY challenge | Expensive vs Cheap",2017-11-04,2425119,32826,1967,Nov
1279,New Lexus LS 2018 review - finally better than a Mercedes S-Class?,2017-12-15,2419502,30706,3839,Dec
1913,Mercedes GLC SUV 2020 review | carwow Reviews,2016-04-28,2416614,11099,571,Apr
909,Suzuki Jimny vs Mercedes-AMG G63: OFF-ROAD RACE!,2019-07-20,2416515,48868,3263,Jul
412,Mercedes-Maybach S680 review - tested for luxury and from 0-60mph!?!,2021-06-25,2408057,61008,3693,Jun
533,BMW X6M vs 675hp Jaguar F-Pace SVR 'Lister': DRAG RACE,2021-01-30,2399537,81523,5384,Jan
191,Ferrari 812 v BMW M5 CS: DRAG RACE,2022-02-26,2398835,78348,4185,Feb
951,Audi S8 v Audi S3 v Audi A8: DRAG RACE,2019-05-18,2391845,33005,1604,May
397,BMW X3 v Audi Q5 v Volvo XC60: UP-HILL DRAG RACE & which is best OFF-ROAD!,2021-07-13,2382740,58530,3030,Jul
1732,BMW 1 Series 2018 hatchback in-depth review | Mat Watson Reviews,2016-09-08,2369303,12483,805,Sep
683,Mercedes GLB 2021 review - it's a half-price GLS!,2020-07-24,2349173,28496,2064,Jul
1701,BMW 7 Series 2018 in-depth review | carwow Reviews,2016-10-01,2347241,17053,968,Oct
84,Hennessey Venom F5 review: can it really do 334mph?,2022-06-23,2335402,82416,5475,Jun
911,"New BMW M135i vs old M140i 1 Series review + 0-60mph, rolling race & brake test",2019-07-17,2334027,32944,4673,Jul
710,Hummer H1 vs Suzuki Jimny - DRAG RACE *USA 🇺🇸 vs Japan 🇯🇵 *,2020-06-17,2328983,56095,3318,Jun
633,Audi S8 vs Bentley Flying Spur - DRAG RACE *V8 vs W12*,2020-09-26,2323105,74093,3476,Sep
854,Ferrari Enzo review - see why it’s worth £2M and is my favourite car EVER!,2019-10-11,2319681,51023,2232,Oct
292,Cadillac Escalade v GMC Yukon v Lincoln Navigator: DRAG RACE,2021-11-11,2319632,73548,3842,Nov
831,Volkswagen Grand California 2020 review - is this really worth 70k?,2019-11-13,2309751,36346,2335,Nov
801,Tesla Model 3 vs Audi RS5 vs AMG GLC63: DRAG RACE *surprise result*!,2019-12-28,2307822,48920,3225,Dec
817,Mercedes X-Class vs Toyota Hilux vs Isuzu D-Max: Pickup TUG OF WAR!,2019-11-30,2303294,41406,2142,Nov
670,Aston Martin DBX review: see how quick it is ON & OFF-ROAD!,2020-08-10,2290749,57266,4579,Aug
199,New Kia Sportage 2022 review,2022-02-18,2290392,32211,2147,Feb
363,Audi RS e-tron GT v AMG E63 S: DRAG RACE *EV v V8*,2021-08-19,2279240,73174,4320,Aug
948,Audi A6 vs BMW 5 Series vs Mercedes E-Class vs Lexus ES - which is best?,2019-05-24,2278963,28234,3509,May
548,Toyota GR Yaris v MINI GP - DRAG RACE,2021-01-13,2277063,56407,4038,Jan
1874,Audi A4 vs Mercedes C-Class vs BMW 3 Series vs Jaguar XE Saloons 2017 review | Head2Head,2016-05-28,2273570,14243,1300,May
1424,Mercedes E-Class Coupe 2018 review | Mat Watson Reviews,2017-07-06,2273332,18302,947,Jul
557,Best Drag Races EVER!,2020-12-30,2271883,54394,2606,Dec
1198,"New Aston Martin Vantage 2018 review - see why it IS worth £120,000!",2018-04-11,2269262,29416,2426,Apr
40,New Range Rover review... With a twist!,2022-08-05,2266654,53570,4231,Aug
496,"BMW M3 v Audi RS4 review & 0-60mph, 1/4-mile, brake and drift comparison!",2021-03-17,2265712,48516,4259,Mar
834,Audi TT RS 2020 review – see why it's a baby R8 for half the money!,2019-11-08,2265345,39678,1787,Nov
1030,Ford Focus 2020 in-depth review | carwow Reviews,2019-01-31,2257707,19373,1962,Jan
186,Bugatti Chiron vs... McDonalds Drive-thru?!,2022-03-03,2252373,88744,4031,Mar
1103,All-new BMW X5 SUV 2019 REVIEW - see why it’s the best all-round BMW!,2018-09-27,2244546,22532,2131,Sep
1132,"Mercedes-AMG E63 S vs GT R - DRAG RACE, ROLLING RACE & BRAKE TEST | Mat vs Shmee pt 2/4",2018-08-10,2238406,37200,1620,Aug
1229,Volkswagen T-Roc 2020 SUV in-depth review | carwow Reviews,2018-02-17,2226859,13060,1126,Feb
789,Is the Toyota Land Cruiser V8 really the ultimate SUV? REVIEW,2020-01-24,2224733,37963,5144,Jan
466,New VW Golf R vs AMG A45 - DRAG RACE *The Truth!*,2021-04-20,2222279,60180,4222,Apr
680,BMW M3 Touring(?!) vs AMG C63 S Estate - DRAG RACE,2020-07-29,2214839,63870,3867,Jul
758,BMW M8 vs M2: DRAG RACE *David vs Goliath!*,2020-03-21,2209760,54133,2062,Mar
336,911 Turbo S v GTR Nismo vs Honda NSX: DRAG RACE,2021-09-18,2206819,78652,5648,Sep
1473,Volvo XC90 SUV 2020 in-depth review | carwow Reviews,2017-05-09,2206423,16331,893,May
293,New LADA Niva 2022 review - so s**t it's good!,2021-11-10,2202792,60235,7697,Nov
501,New BMW M4 review: see how quick it is 0-60mph & 1/4-mile!,2021-03-10,2197982,63226,5130,Mar
943,Mercedes GLE SUV 2020 in-depth review | carwow Reviews,2019-05-31,2191732,24356,1898,May
345,BMW v AMG v Alfa v Jaguar: SUV DRAG RACE,2021-09-08,2190830,69433,3822,Sep
90,Is my new daily driver the best yet?,2022-06-17,2187530,60002,4062,Jun
1596,Nissan GT-R 2018 in-depth review | Mat Watson Reviews,2017-01-20,2186732,29010,1295,Jan
1034,Volkswagen Touareg SUV 2020 in-depth review | carwow Reviews,2019-01-24,2183229,20103,1687,Jan
1882,Mercedes E-Class Saloon 2018 review | Mat Watson Reviews,2016-05-21,2182540,11359,717,May
1133,"McLaren 720S v 675LT DRAG RACE, ROLLING RACE & BRAKE TEST | Mat vs Shmee pt 1/4",2018-08-09,2174099,44289,1335,Aug
1498,Volkswagen Golf R vs Golf GTI Performance 2018 review | Head2Head,2017-04-15,2171830,20594,1311,Apr
628,"AMG GT Black Series REVIEW: see why it's worth £335,000!",2020-10-05,2166050,58875,3626,Oct
1396,Volvo XC90 vs Audi Q7 vs Land Rover Discovery 2018 - what's the best seven seat SUV? | Head2Head,2017-08-05,2165991,15975,1849,Aug
540,My new Toyota GR Yaris daily driver: what I love and don't love about it!,2021-01-22,2165496,51015,4055,Jan
1151,"Audi RS4 vs RS3 - DRAG RACE, ROLLING RACE & BRAKE TEST",2018-07-07,2162541,28012,1179,Jul
763,550hp Range Rover Velar SVA review - acceleration & drift test!,2020-03-10,2161559,40372,1684,Mar
1264,Bentley Bentayga SUV 2018 in-depth review | carwow Reviews,2017-12-28,2161305,24550,1675,Dec
198,Ferrari Roma v Bentley GT Speed v Aston Martin DBS: DRAG RACE,2022-02-19,2158862,69619,3452,Feb
234,Tesla Model S Plaid review - what will it do 0-60mph?,2022-01-14,2157370,62155,5575,Jan
222,BMW M8 v M5 CS v M5 Comp: DRAG RACE,2022-01-26,2141602,73889,3304,Jan
444,Porsche Taycan Cross Turismo 2021 review - better than my RS6?! 😱,2021-05-19,2138699,44267,3027,May
362,"Lamborghini Aventador SVJ review - 0-60mph, 1/4-mile & brake test!",2021-08-20,2135603,65290,3456,Aug
152,Lamborghini STO vs Ferrari Pista vs Porsche GT3: DRAG RACE,2022-04-09,2135422,78711,4670,Apr
785,Style over substance? Toyota C-HR 2020 review,2020-01-30,2133753,27483,1858,Jan
205,Lamborghini Huracan STO v Aventador SVJ: DRAG RACE,2022-02-12,2131449,88651,3370,Feb
1055,Audi A1 Sportback 2020 in-depth review | carwow Reviews,2018-12-18,2129567,21950,1730,Dec
820,Audi RS6 2020 REVIEW - see why I prefer it to an M5 and E63!,2019-11-26,2126902,38201,2397,Nov
474,Porsche 911 Turbo S 992 v 991 - DRAG RACE *New v Old*,2021-04-10,2125768,69460,3715,Apr
989,BMW M850i review - see why my NEW 8 Series is the ultimate GT car!,2019-03-26,2123043,34984,1816,Mar
310,"Cadillac Escalade review - 0-60mph, 1/4-mile & brake tested!",2021-10-21,2118414,58750,4720,Oct
1125,Volvo XC40 SUV 2019 in-depth review | carwow Reviews,2018-08-24,2114390,17633,940,Aug
475,Mustang Mach-E 2021 review - an EV that you actually want!,2021-04-09,2108728,38177,3747,Apr
992,"BMW M2 Comp vs M4 Comp - DRAG RACE, ROLLING RACE, TRACK BATTLE and DRIFT OFF",2019-03-23,2108370,30365,1477,Mar
1070,Porsche Cayenne 2019 SUV in-depth review | carwow Reviews,2018-11-25,2101732,19878,1316,Nov
615,BMW 4 Series M440i review: see how quick it is to 60mph!,2020-10-21,2101245,42499,3493,Oct
774,The BMW M235i Gran Coupé is a LIE!!! *Review*,2020-02-19,2100875,33212,3937,Feb
353,BMW M3 v 600hp Nissan Silvia S15: DRAG RACE,2021-08-30,2086771,87597,3829,Aug
798,The new Nissan Juke is WAY better than you think! REVIEW,2020-01-03,2083940,23620,2311,Jan
1106,"Porsche 911 GTS vs Audi RS4 - DRAG RACE, ROLLING RACE AND BRAKE TEST",2018-09-22,2081484,31838,1807,Sep
1862,Mercedes E-Class vs BMW 5 Series vs Audi A6 Saloon 2017 review | Head2Head,2016-06-10,2065913,11723,1141,Jun
726,The BMW M340i Touring is the only car you ever need. REVIEW!,2020-05-20,2064568,36041,2630,May
517,Polestar 1 review - is it really worth £140K?,2021-02-19,2063060,46001,5652,Feb
546,New BMW M5 2021 review: see how BONKERS quick it is to 60mph!,2021-01-15,2063039,50014,3777,Jan
358,New Porsche 911 GT3 v GT3 RS: DRAG RACE *992 v 991*,2021-08-25,2054989,80231,4414,Aug
713,Mercedes GLA 2020 in-depth review - have they got it right this time?,2020-06-12,2053730,23805,1762,Jun
248,BMW i4 M50 v Tesla Model 3 Performance: DRAG RACE,2022-01-01,2051791,59530,4582,Jan
960,Fake AMG G63 and the other worst Chinese copycat cars!,2019-05-05,2051364,35736,5060,May
636,Why I'm getting a new BMW M4 or M3 - engine redline rev test + 'review',2020-09-23,2042822,64735,12912,Sep
344,Best new cars coming 2022-2025: My A-Z guide to the Munich Motor Show!,2021-09-09,2037465,38535,4004,Sep
767,The new Audi A3 is the most luxurious small car EVER!,2020-03-03,2034091,29054,3157,Mar
905,"BMW M850i v Audi RS4 - DRAG RACE, ROLLING RACE & BRAKE TEST",2019-07-27,2029538,32682,2325,Jul
1935,Mat Watson car reviews - subscribe,2016-02-17,2027804,7721,771,Feb
1051,Audi Q3 SUV 2020 in-depth review | carwow Reviews,2018-12-27,2021643,15246,1133,Dec
1669,BMW 7 Series vs Mercedes S-Class vs Audi A8 2017 | Head2Head,2016-10-29,2019138,16711,2011,Oct
566,Audi RS6 v Tesla Model 3 Performance  - DRAG RACE *ICE vs EV*,2020-12-19,2010948,55163,6511,Dec
307,New Audi RS3 review - its 0-60mph & 1/4 mile will blow your mind!,2021-10-26,2010616,63209,3496,Oct
527,"GR Yaris v AMG A45 v Civic Type-R battle: 0-60mph, lap time & brake test!",2021-02-06,2008412,48703,6766,Feb
560,BMW M550i 2021 review - see why it's better than an M5!,2020-12-27,2006963,44004,2922,Dec
1225,BMW X3 2020 SUV in-depth review | carwow Reviews,2018-02-23,2002184,14980,1045,Feb
465,Porsche 911 GT3 review - its 'true' 0-60mph and 1/4 mile times will shock you!,2021-04-21,2002036,69556,3828,Apr
582,AMG GLE 53 v Porsche Cayenne Coupe v VW T-Roc R - DRAG RACE *Mat v Mum v Girlfriend*,2020-12-01,2001134,83290,5900,Dec
1507,BMW 5 Series vs Mercedes E-Class 2018 review - which is best? | Head2Head,2017-04-08,1996771,14298,2217,Apr
1244,BMW M5 E34 review - see why they don't make them like they used to!,2018-01-23,1996209,42593,2503,Jan
903,"New AMG A45 S vs old AMG A45 review + 0-60, rolling race and drift test!",2019-07-31,1996131,32756,2555,Jul
1344,Hyundai i30 N 2018 hot hatch review – you'll be surprised how good it is | carwow Reviews,2017-09-27,1995073,18613,1762,Sep
1159,"Jaguar I-Pace vs Tesla Model X 100D & P100D - DRAG RACE, ROLLING RACE AND BRAKE TEST",2018-06-23,1993783,26966,2240,Jun
508,VW Golf R 2021 review: see how quick it really is 0-60mph!,2021-03-02,1992455,49536,5016,Mar
1238,Skoda Karoq SUV 2020 in-depth review | carwow Reviews,2018-02-02,1991325,13234,881,Feb
398,"BMW M5 Comp vs AMG E63 S review & 0-60mph, 1/4-mile, brake and drift comparison!",2021-07-12,1988130,53054,5652,Jul
1007,Mazda CX-5 SUV 2020 in-depth review | carwow Reviews,2019-03-03,1986229,15431,1493,Mar
1589,BMW X1 SUV 2018 in-depth review | Mat Watson Reviews,2017-01-27,1979145,14047,795,Jan
837,"Porsche Panamera Turismo vs AMG E63 S - DRAG RACE, ROLLING RACE & BRAKE TEST",2019-11-02,1978085,41906,2122,Nov
906,Porsche Boxster 2020 in-depth review | carwow Reviews,2019-07-25,1975715,25977,1637,Jul
625,See what my girlfriend and I think of my new daily driver... The AMG A45 S!,2020-10-09,1974939,52424,3685,Oct
417,Audi Q4 e-tron 2021 review - see why it's the best electric SUV!,2021-06-21,1972435,30813,2781,Jun
1178,New Audi A6 2019 review – see why it's better than a BMW 5 Series and Mercedes E-Class!,2018-05-19,1968849,23118,1745,May
1481,Mercedes GLC v Audi Q5 vs Jaguar F-Pace review | Head2Head,2017-04-29,1967366,11081,1082,Apr
1294,Honda Civic 2018 in-depth review | carwow Reviews,2017-11-24,1965092,15228,1006,Nov
426,New Toyota Land Cruiser - see why it's even tougher than ever before!,2021-06-10,1962804,40959,3824,Jun
221,Dodge RAM v Ford F-150 v Chevy Silverado: TUG-OF-WAR,2022-01-27,1959098,52798,2865,Jan
1242,Kia Stinger 2018 in-depth review - better than a BMW or Audi? | carwow Reviews,2018-01-26,1956549,18282,3496,Jan
